Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Level,Inlinks,Outlinks,External Outlinks,Hash,Response Time,Last Modified,Redirect URI
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-records-manager-release-and-support-lifecycle-dates.aspx?id={85C744CA-A40A-4C3B-8F42-5ED663D2F383},text/html; charset=utf-8,200,OK,CA Records Manager Release and Support Lifecycle Dates - CA Technologies,72,627,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-records-manager-release-and-support-lifecycle-dates.aspx?id={85C744CA-A40A-4C3B-8F42-5ED663D2F383},17104,78,3,1,7,5,c7333e04509d93e950462f405e68c6f5,0.502,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-7-job-management-smart-console-option-product-release-and-support-lifecycle-dates.aspx?id={2FCACEE7-A081-437E-B87B-78937B3B22CC},text/html; charset=utf-8,200,OK,CA 7 Job Management Smart Console Option Product Release and Support Lifecycle Dates - CA Technologies,102,887,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-7-job-management-smart-console-option-product-release-and-support-lifecycle-dates.aspx?id={2FCACEE7-A081-437E-B87B-78937B3B22CC},17374,83,3,1,7,5,23f31bb53edf7135a76d99dbfa6417cd,0.491,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-it-inventory-manager-release-and-support-lifecycle-dates.aspx?id={5BC4B050-A228-4E24-A607-4F6C0A7028C9},text/html; charset=utf-8,200,OK,CA IT Inventory Manager Release and Support Lifecycle Dates - CA Technologies,77,655,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-it-inventory-manager-release-and-support-lifecycle-dates.aspx?id={5BC4B050-A228-4E24-A607-4F6C0A7028C9},17169,79,3,1,7,5,13fc9cb25ddd1656c478326f8f9cf6b1,0.474,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-tcpaccess-communications-server-for-zos-release-and-support-lifecycle-dates.aspx?id={7548CE7E-4281-4567-B040-EF61EB1F7A1C},text/html; charset=utf-8,200,OK,CA TCPaccess Communications Server for zOS Release and Support Lifecycle Dates - CA Technologies,96,839,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-tcpaccess-communications-server-for-zos-release-and-support-lifecycle-dates.aspx?id={7548CE7E-4281-4567-B040-EF61EB1F7A1C},17322,81,3,1,7,5,d611ab233be35d5306ee5d83c630fac4,1.369,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-remote-control-release-and-support-lifecycle-dates.aspx?id={2EA1201F-F54D-4EBA-ADE2-195D962BA344},text/html; charset=utf-8,200,OK,CA Remote Control Release and Support Lifecycle Dates - CA Technologies,71,610,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-remote-control-release-and-support-lifecycle-dates.aspx?id={2EA1201F-F54D-4EBA-ADE2-195D962BA344},17115,78,3,1,7,5,3b9c2f37a5f59dcca49d16ad586a96e,1.404,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-eureka-strategy-release-and-support-lifecycle-dates.aspx?id={1E0F111E-1764-4A23-A975-AE0505A00702},text/html; charset=utf-8,200,OK,CA EUREKA Strategy Release and Support Lifecycle Dates - CA Technologies,72,630,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-eureka-strategy-release-and-support-lifecycle-dates.aspx?id={1E0F111E-1764-4A23-A975-AE0505A00702},17104,77,3,1,7,5,826eb9e4c6d3eabf94daf935ba160954,0.604,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-hyper-buf-vsam-buffer-optimizer-release-and-support-lifecycle-dates.aspx?id={1B06C31C-BEEA-4F08-BF91-F330D456B9D2},text/html; charset=utf-8,200,OK,CA Hyper-Buf VSAM Buffer Optimizer Release and Support Lifecycle Dates - CA Technologies,88,756,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-hyper-buf-vsam-buffer-optimizer-release-and-support-lifecycle-dates.aspx?id={1B06C31C-BEEA-4F08-BF91-F330D456B9D2},17268,80,3,1,7,5,3ec42a973236f2fb0b8ce6f758fe96e7,1.242,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-mim-resource-sharing-release-and-support-lifecycle-dates.aspx?id={30B6BA34-5287-4B8D-BAEA-8FE948F8337F},text/html; charset=utf-8,200,OK,CA MIM Resource Sharing Release and Support Lifecycle Dates - CA Technologies,77,668,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-mim-resource-sharing-release-and-support-lifecycle-dates.aspx?id={30B6BA34-5287-4B8D-BAEA-8FE948F8337F},17169,79,3,1,7,5,5dee43cff1ce2f9d588c582c60122660,0.672,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-federation-release-and-support-lifecycle-dates.aspx?id={1A7D29CF-1A11-4D24-87FF-48D66007F713},text/html; charset=utf-8,200,OK,CA Federation Release and Support Lifecycle Dates - CA Technologies,67,570,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-federation-release-and-support-lifecycle-dates.aspx?id={1A7D29CF-1A11-4D24-87FF-48D66007F713},17079,77,3,1,7,5,500e5743ae6c156ea2a4364f9dcf5adc,0.52,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-embedded-entitlements-manager-release-and-support-lifecycle-dates.aspx?id={CEBA5A78-8DDD-4CA0-9B80-2049441F1465},text/html; charset=utf-8,200,OK,CA Embedded Entitlements Manager Release and Support Lifecycle Dates - CA Technologies,86,751,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-embedded-entitlements-manager-release-and-support-lifecycle-dates.aspx?id={CEBA5A78-8DDD-4CA0-9B80-2049441F1465},17250,79,3,1,7,5,5b76f0024b91f5e01f9677e854dbaa15,0.556,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-librarian-release-and-support-lifecycle-dates.aspx?id={57E2DE87-98C8-4D2A-AEBC-70F589A0AAB9},text/html; charset=utf-8,200,OK,CA Librarian Release and Support Lifecycle Dates - CA Technologies,66,554,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-librarian-release-and-support-lifecycle-dates.aspx?id={57E2DE87-98C8-4D2A-AEBC-70F589A0AAB9},17070,77,3,1,7,5,b4a4f0682af5285ffbff20f8927e5f2c,0.494,,
