Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Level,Inlinks,Outlinks,External Outlinks,Hash,Response Time,Last Modified,Redirect URI
https://developer.akamai.com/,text/html,200,OK,{OPEN},6,63,,0,0,,0,{Open},6,,0,,0,,0,,,,19168,177,0,162,10,23,3036fd3a5da8df5cb935bd5e41a8f80d,0.27,"Fri, 24 Jun 2016 18:03:44 GMT",
https://developer.akamai.com/stuff/,text/html,200,OK,Stuff,5,37,,0,0,,0,Stuff,5,{OPEN}ing Akamai - an introduction,34,Summary,7,,0,,,,28100,938,1,162,32,19,1640ff16741dca81334987260134dfe,1.079,"Fri, 24 Jun 2016 18:03:57 GMT",
https://developer.akamai.com/stuff/NetStorage/NetStorage.html,text/html,200,OK,NetStorage,10,91,,0,0,,0,NetStorage,10,,0,Akamai NetStorage upload process,32,Akamai NetStorage download process,34,,,,25526,589,2,28,31,18,a67f1c426e9c08467e8f1b6451f486c7,0.337,"Fri, 24 Jun 2016 18:03:58 GMT",
https://developer.akamai.com/stuff/index.html,text/html,200,OK,Stuff,5,37,,0,0,,0,Stuff,5,{OPEN}ing Akamai - an introduction,34,Summary,7,,0,,,,28100,938,2,28,32,19,258825f4cf7e1b437c60e2b20bc408c,0.228,"Fri, 24 Jun 2016 18:03:57 GMT",
https://developer.akamai.com/stuff/Overview/Client_Edge_Servers_Origin.html,text/html,200,OK,Client to Edge to Servers to Origin,35,273,,0,0,,0,Client to Edge to Servers to Origin,35,,0,Connecting to an Akamai Edge Server,35,Metadata application,20,,,,26743,800,2,37,31,18,8f9050eec3dd642b0c1d4019dc9065f6,0.31,"Fri, 24 Jun 2016 18:03:59 GMT",
https://developer.akamai.com/stuff/Cloudlets/Cloudlets.html,text/html,200,OK,Cloudlets,9,75,,0,0,,0,Cloudlets,9,,0,About Cloudlets,15,OPEN APIs for Cloudlets,23,,,,25088,402,2,28,36,20,b32df40186cd0f76b002371b547bb84f,0.546,"Fri, 24 Jun 2016 18:03:57 GMT",
https://developer.akamai.com/stuff/Akamai_Time_Reference/AkamaiTimeReference.html,text/html,200,OK,Akamai Time Reference,21,193,,0,0,,0,Akamai Time Reference,21,,0,Usage,5,,0,,,,24758,362,2,28,31,25,7f549b13aba999e4dd89ec8639f74c5f,0.304,"Fri, 24 Jun 2016 18:03:57 GMT",
https://developer.akamai.com/stuff/FEO/disablefeo.html,text/html,200,OK,Disabling FEO,13,116,,0,0,,0,Disabling FEO,13,Disabling Front End Optimization,32,Capturing the issue information,31,Disabling Front End Optimization,32,,,,24396,388,2,28,31,18,332f576fc79e585a6423842a860d5819,0.516,"Fri, 24 Jun 2016 18:03:58 GMT",
https://developer.akamai.com/stuff/FEO/testing.html,text/html,200,OK,Testing FEO,11,101,,0,0,,0,Testing FEO,11,Testing Front End Optimization (FEO),36,Testing Environment,19,Validating that FEO Has Been Applied,36,,,,27564,828,2,28,31,18,674fd3cbfcdff357754498ee2bf9aaae,0.298,"Fri, 24 Jun 2016 18:03:58 GMT",
https://developer.akamai.com/stuff/Optimization/Pre-fetching.html,text/html,200,OK,Prefetching,11,91,,0,0,,0,Prefetching,11,,0,HTTP chunked prefetching,24,Traditional media prefetching,29,,,,27849,1003,2,31,31,18,7dd86d6b9727aee7e4e6ca11ee29f0a5,0.302,"Fri, 24 Jun 2016 18:03:58 GMT",
